Номер,Слово,Встречаемость
4372,бледных,2
4373,пальцев,1
4374,походка,3
4375,небрежна,1
4376,ленива,1
4377,размахивал,1
4378,некоторой,2
4379,скрытности,1
4380,характера,3
4381,собственные,4
4382,замечания,6
4383,основанные,1
4384,наблюдениях,1
4385,веровать,1
4386,слепо,2
4387,опустился,1
4388,прямой,1
4389,согнулся,1
4390,спине,4
4391,косточки,1
4392,положение,4
4393,тела,3
4394,изобразило,2
4395,какую-то,5
4396,нервическую,1
4397,слабость,2
4398,бальзакова,1
4399,тридцатилетняя,1
4400,кокетка,1
4401,пуховых,1
4402,креслах,2
4403,утомительного,1
4404,бала,3
4405,первого,3
4406,взгляда,5
4407,тридцать,2
4408,улыбке,2
4409,кожа,1
4410,имела,4
4411,женскую,1
4412,нежность,3
4413,белокурые,1
4414,волосы,6
4415,вьющиеся,1
4416,живописно,1
4417,обрисовывали,1
4418,благородный,4
4419,котором,5
4420,долгом,1
4421,наблюдении,1
4422,следы,3
4423,морщин,1
4424,пересекавших,1
4425,обозначавшихся,1
4426,явственнее,1
4427,гнева,1
4428,душевного,2
4429,беспокойства,5
4430,волос,4
4431,брови,2
4432,породы,2
4433,человеке,1
4434,грива,1
4435,черный,2
4436,докончить,1
4437,немного,5
4438,вздернутый,1
4439,нос,7
4440,ослепительной,1
4441,белизны,1
4442,карие,1
4443,смеялись,1
4444,смеялся,3
4445,странности,2
4446,нрава,1
4447,глубокой,2
4448,постоянной,2
4449,грусти,3
4450,полуопущенных,1
4451,ресниц,1
4452,сияли,2
4453,каким-то,3
4454,фосфорическим,1
4455,выразиться,1
4456,отражение,1
4457,жара,1
4458,играющего,1
4459,воображения,3
4460,блеск,1
4461,подобный,5
4462,блеску,1
4463,ослепительный,1
4464,взгляд,17
4465,непродолжительный,1
4466,проницательный,1
4467,тяжелый,2
4468,оставлял,1
4469,неприятное,3
4470,впечатление,5
4471,нескромного,1
4472,вопроса,3
4473,казаться,1
4474,дерзким,3
4475,столь,1
4476,спокоен,2
4477,пришли,5
4478,ум,3
4479,подробности,2
4480,произвел,1
4481,различное,1
4482,услышите,1
4483,довольствоваться,1
4484,изображением,1
4485,заключение,2
4486,вообще,6
4487,недурен,2
4488,оригинальных,1
4489,физиономий,1
4490,нравятся,3
4491,женщинам,2
4492,светским,2
4493,заложены,1
4494,колокольчик,1
4495,временам,6
4496,звенел,1
4497,дугою,1
4498,подходил,1
4499,докладом,1
4500,готово,1
4501,погружен,1
4502,задумчивость,2
4503,глядя,4
4504,синие,2
4505,зубцы,2
4506,торопился,1
4507,захотите,1
4508,подождать,1
4509,будете,7
4510,удовольствие,5
4511,увидаться,1
4512,старым,1
4513,приятелем,2
4514,быстро,15
4515,обернулся,3
4516,бегущего,1
4517,мочи,1
4518,пот,1
4519,градом,2
4520,седых,1
4521,вырвавшись,1
4522,шапки,1
4523,приклеились,1
4524,дрожали,3
4525,кинуться,2
4526,приветливой,1
4527,улыбкой,7
4528,остолбенел,2
4529,обеими,3
4530,поживаете,1
4531,слезами,6
4532,персию,3
4533,неужто,3
4534,подождите,1
4535,дражайший,1
4536,расстанемся,1
4537,столько,6
4538,видались,2
4539,спешите,1
4540,расспросить,1
4541,отставке,1
4542,поделывали,1
4543,скучал,1
4544,наше,3
4545,житье-бытье,1
4546,страна,2
4547,страстный,1
4548,охотник,2
4549,побледнел,1
4550,принужденно,3
4551,зевнув,1
4552,упрашивать,1
4553,славно,2
4554,пообедаем,1
4555,кахетинское,1
4556,сорта,1
4557,поговорим,1
4558,расскажете,1
4559,житье,1
4560,петербурге,4
4561,прощайте,8
4562,спешу,1
4563,благодарю,4
4564,нахмурил,1
4565,печален,1
4566,сердит,3
4567,проворчал,2
4568,я-то,1
4569,полно,3
4570,обняв,1
4571,всякому,1
4572,своя,1
4573,коляске,1
4574,ямщик,2
4575,подбирать,1
4576,вожжи,1
4577,постой,2
4578,ухватясь,1
4579,дверцы,1
4580,коляски,1
4581,остались,3
4582,бумаги,3
4583,таскаю,1
4584,свидеться,1
4585,вернетесь,1
4586,кричал,4
4587,вслед,3
4588,перевести,1
4589,следующим,1
4590,звона,1
4591,стука,1
4592,колес,1
4593,кремнистой,1
4594,принять,3
4595,равнодушный,2
4596,слеза,1
4597,досады,2
4598,нынешнем,1
4599,веке,1
4600,богат,3
4601,чиновен,1
4602,летам,1
4603,пара,1
4604,вишь,1
4605,франтом,3
4606,побывал,1
4607,гордый,3
4608,произнесены,1
4609,иронической,3
4610,обратясь,4
4611,несет,2
4612,ей-богу,1
4613,ветреный,1
4614,надеяться,2
4615,кончит,1
4616,проку,1
4617,друзей,3
4618,забывает,1
4619,волнение,2
4620,двору,2
4621,осматривает,1
4622,наполнялись,1
4623,подошедши,1
4624,оставил,3
4625,какие-то,1
4626,сделаете,1
4627,велю,1
4628,наделать,1
4629,патронов,1
4630,отдайте,1
4631,удивлением,3
4632,рыться,1
4633,чемодане,1
4634,вынул,4
4635,тетрадку,1
4636,третья,1
4637,десятая,1
4638,участь,3
4639,досаде,1
4640,поздравляю,3
4641,находкою,1
4642,газетах,1
4643,печатайте,1
4644,какое,10
4645,родственник,2
4646,кровлей,1
4647,кем,3
4648,поскорее,1
4649,боясь,2
4650,раскаялся,1
4651,объявить,2
4652,тронется,1
4653,надевал,1
4654,готовился,1
4655,отъезду,1
4656,принужденный,1
4657,коменданта,2
4658,сдать,1
4659,кой-какие,1
4660,казенные,1
4661,заминаясь,1
4662,дома,10
4663,службы,1
4664,собственной,4
4665,надобности,3
4666,языком,1
4667,бумажным,1
4668,награжден,1
4669,срока,1
4670,необразованным,1
4671,старикам,1
4672,светская,1
4673,гордая,3
4674,туда-сюда,1
4675,встретишься,1
4676,стыдитесь,1
4677,протянуть,1
4678,нашему,2
4679,брату,2
4680,заслужил,2
4681,упреков,2
4682,слову,1
4683,всякого,2
4684,счастия,4
4685,веселой,1
4686,простились,1
4687,сухо,3
4688,упрямым,1
4689,сварливым,1
4690,штабс-капитаном,1
4691,рассеянности,1
4692,причины,5
4693,юноша,1
4694,теряет,2
4695,лучшие,2
4696,мечты,1
4697,пред,3
4698,отдергивается,1
4699,розовый,1
4700,флер,1
4701,чувства,8
4702,человеческие,1
4703,надежда,2
4704,заменит,1
4705,заблуждения,3
4706,новыми,2
4707,проходящими,2
4708,сладкими,1
4709,лета,1
4710,очерствеет,1
4711,закроется,1
4712,журнал,3
4713,возвращаясь,2
4714,персии,1
4715,известие,1
4716,обрадовало,1
4717,давало,1
4718,печатать,1
4719,воспользовался,1
4720,случаем,1
4721,чужим,1
4722,произведением,1
4723,читатели,2
4724,наказали,1
4725,невинный,1
4726,подлог,1
4727,объяснить,5
4728,побудившие,1
4729,предать,1
4730,публике,1
4731,сердечные,2
4732,тайны,3
4733,добро,2
4734,коварная,1
4735,нескромность,1
4736,истинного,2
4737,понятна,1
4738,каждому,2
4739,питать,1
4740,неизъяснимой,3
4741,ненависти,1
4742,таясь,1
4743,личиною,1
4744,ожидает,2
4745,любимого,2
4746,предмета,2
4747,разразиться,1
4748,советов,1
4749,насмешек,1
