Номер,Слово,Встречаемость
2875,называет,4
2876,ученый,3
2877,гамба,5
2878,французский,2
2879,консул,2
2880,тифлисе,2
2881,жак-франсуа,2
2882,путешествии,2
2883,ошибочно,2
2884,назвал,3
2885,горой,2
2886,святого,2
2887,кристофа,2
2888,достоин,2
2889,вашего,2
2890,спускались,1
2891,чертову,2
2892,романтическое,1
2893,гнездо,1
2894,злого,2
2895,духа,2
2896,неприступными,1
2897,утесами,1
2898,тут-то,5
2899,чертовой,1
2900,долины,2
2901,происходит,1
2902,черта,1
2903,когда-то,2
2904,граница,1
2905,завалена,2
2906,снеговыми,1
2907,сугробами,1
2908,напоминавшими,1
2909,живо,3
2910,саратов,1
2911,тамбов,1
2912,прочие,1
2913,милые,2
2914,отечества,1
2915,крестовая,1
2916,съехали,1
2917,холм,1
2918,покрытый,1
2919,чернелся,1
2920,каменный,2
2921,крест,3
2922,едва-едва,1
2923,заметная,1
2924,проезжают,1
2925,боковая,1
2926,снегом,2
2927,извозчики,2
2928,объявили,3
2929,обвалов,1
2930,сберегая,1
2931,повезли,1
2932,повороте,2
2933,встретили,2
2934,предложили,1
2935,услуги,1
2936,уцепясь,1
2937,принялись,2
2938,тащить,1
2939,поддерживать,1
2940,опасная,1
2941,висели,1
2942,головами,1
2943,груды,1
2944,готовые,2
2945,первом,3
2946,порыве,1
2947,ветра,3
2948,оборваться,1
2949,узкая,3
2950,частию,4
2951,покрыта,2
2952,местах,1
2953,проваливался,1
2954,других,9
2955,превращался,1
2956,лед,3
2957,действия,7
2958,солнечных,1
2959,ночных,1
2960,морозов,1
2961,пробирались,1
2962,падали,1
2963,зияла,1
2964,расселина,1
2965,катился,2
2966,скрываясь,1
2967,ледяной,1
2968,корою,1
2969,пеною,2
2970,прыгая,1
2971,черным,1
2972,камням,2
2973,часа,14
2974,обогнуть,1
2975,спустились,2
2976,град,1
2977,врываясь,1
2978,ревел,2
2979,свистал,1
2980,соловей-разбойник,1
2981,скрылся,2
2982,тумане,3
2983,волны,4
2984,гуще,1
2985,теснее,1
2986,набегали,1
2987,кстати,6
2988,кресте,2
2989,существует,1
2990,странное,4
2991,всеобщее,1
2992,предание,2
2993,император,1
2994,петр,2
2995,проезжая,1
2996,кавказ,3
2997,дагестане,1
2998,во-вторых,1
2999,крупными,1
3000,буквами,2
3001,поставлен,1
3002,приказанию,2
3003,г,1
3004,ермолова,1
3005,именно,6
3006,году,1
3007,надпись,1
3008,укоренилось,1
3009,верить,5
3010,надписям,1
3011,обледеневшим,1
3012,скалам,2
3013,топкому,1
3014,достигнуть,3
3015,коби,3
3016,измучились,2
3017,гудела,1
3018,родимая,1
3019,северная,1
3020,дикие,1
3021,напевы,1
3022,печальнее,1
3023,заунывнее,1
3024,изгнанница,1
3025,плачешь,1
3026,широких,1
3027,раздольных,1
3028,степях,1
3029,развернуть,1
3030,холодные,4
3031,крылья,1
3032,тесно,1
3033,орлу,1
3034,решетку,1
3035,железной,2
3036,клетки,1
3037,свалимся,1
3038,засядем,1
3039,трущобу,1
3040,пониже,1
3041,байдара,1
3042,разыгралась,1
3043,азия,1
3044,речки,5
3045,никак,1
3046,положиться,1
3047,бранью,1
3048,колотили,1
3049,фыркали,1
3050,упирались,1
3051,хотели,10
3052,свете,21
3053,тронуться,1
3054,кнутов,1
3055,ваше,14
3056,благородие,3
3057,покамест,1
3058,своротить,1
3059,косогоре,1
3060,чернеется,1
3061,всегда-с,1
3062,проезжающие,1
3063,останавливаются,2
3064,погоду,1
3065,говорят,6
3066,дадите,1
3067,осетина,1
3068,братец,6
3069,рады,1
3070,придраться,1
3071,сорвать,2
3072,признайтесь,4
3073,пробормотал,5
3074,проводники,1
3075,чутьем,1
3076,слышат,1
3077,попользоваться,1
3078,свернули,1
3079,кое-как,3
3080,многих,2
3081,добрались,1
3082,скудного,1
3083,приюта,1
3084,состоящего,1
3085,сложенных,1
3086,плит,1
3087,булыжника,2
3088,обведенных,1
3089,стеною,1
3090,оборванные,1
3091,хозяева,1
3092,радушно,1
3093,платит,1
3094,кормит,1
3095,принимали,1
3096,путешественников,1
3097,застигнутых,1
3098,лучшему,3
3099,присев,1
3100,доскажете,1
3101,историю,5
3102,кончилось,3
3103,уверены,5
3104,примигивая,1
3105,хитрой,1
3106,улыбкою,3
3107,порядке,2
3108,вещей,3
3109,началось,2
3110,необыкновенным,1
3111,образом,11
3112,кончиться,1
3113,угадали,1
3114,радоваться,3
3115,вспомню,2
3116,девочка,1
3117,привык,5
3118,семейства,2
3119,отце,2
3120,матери,3
3121,двенадцать,1
3122,известия,1
3123,запастись,1
3124,женой,1
3125,раньше,1
3126,кого,5
3127,баловать,2
3128,иль,1
3129,лезгинку,1
3130,плясала,1
3131,губернских,1
3132,барышень,1
3133,был-с,1
3134,москве,5
3135,благородном,1
3136,собрании,1
3137,наряжал,1
3138,куколку,1
3139,холил,1
3140,лелеял,1
3141,похорошела,1
3142,рук,3
3143,сошел,1
3144,загар,1
3145,румянец,2
3146,разыгрался,1
3147,щеках,4
3148,веселая,1
3149,проказница,1
3150,подшучивала,1
3151,скрывали,1
3152,привыкла,2
3153,положению,1
3154,сказали,5
3155,поплакала,1
3156,забыла,1
3157,месяца,4
3158,шло,1
3159,страстно,4
3160,любил,14
3161,охоту,2
3162,подмывает,1
3163,кабанами,1
3164,козами,1
3165,крепостной,3
3166,задумываться,1
3167,ходит,4
3168,загнув,2
3169,сказав,1
3170,целое,2
3171,пропадал,1
3172,чаще,2
3173,проскочила,1
3174,захожу,1
3175,черном,1
3176,шелковом,1
3177,бледненькая,1
3178,печальная,2
3179,испугался,3
3180,сегодня,8
3181,ушел,11
3182,трудно,9
3183,выговорить,1
3184,вчера,16
3185,сказала,33
3186,тяжело,4
3187,вздохнув,3
3188,думала,5
3189,отвечала,16
3190,сквозь,15
3191,придумывала,1
3192,несчастья,1
3193,ранил,1
3194,кабан,2
3195,чеченец,2
3196,утащил,1
3197,могла,6
3198,придумать,1
3199,гордостью,1
3200,подняла,5
3201,отерла,1
3202,продолжала,5
3203,отослать,1
3204,принуждаю,1
3205,продолжаться,1
3206,уйду,1
3207,княжеская,1
3208,век,3
3209,сидеть,1
3210,пришитому,1
3211,твоей,4
3212,юбке,1
3213,погоняться,1
3214,дичью,1
3215,походит,1
3216,придет,5
3217,скорей,1
3218,наскучишь,1
3219,весела,1
3220,хохотом,1
3221,схватила,4
3222,бубен,1
3223,начала,10
3224,петь,2
3225,плясать,1
3226,прыгать,1
3227,упала,5
3228,постель,4
3229,закрыла,3
3230,руками,13
3231,женщинами,2
3232,обращался,2
3233,утешить,2
3234,придумал,3
3235,молчали,3
3236,пренеприятное,1
3237,положение-с,1
3238,пойдем,6
3239,прогуляться,1
3240,сентябре,1
3241,чудесный,3
3242,светлый,3
3243,жаркий,2
3244,блюдечке,1
3245,походили,1
3246,крепостному,1
3247,валу,3
3248,села,5
3249,дерн,2
3250,вспомнить,1
3251,смешно,13
3252,бегал,1
3253,какая-нибудь,1
3254,нянька,1
3255,стояла,6
3256,высоком,3
3257,вид,24
3258,вала,1
3259,прекрасный,2
3260,стороны,9
3261,поляна,2
3262,изрытая,1
3263,несколькими,1
3264,балками,2
3265,овраги,3
3266,оканчивалась,1
3267,лесом,2
3268,тянулся,1
3269,самого,7
3270,хребта,1
3271,кое-где,1
3272,дымились,1
3273,аулы,1
3274,ходили,3
3275,бежала,1
3276,мелкая,1
3277,речка,1
3278,примыкал,1
3279,частый,1
3280,кустарник,3
3281,покрывавший,1
3282,кремнистые,1
3283,возвышенности,1
3284,соединялись,1
3285,главной,1
3286,цепью,1
3287,кавказа,2
3288,бастиона,1
3289,обе,1
3290,леса,2
3291,выезжает,1
3292,кто-то,13
3293,серой,3
3294,ближе,6
3295,ту,6
3296,саженях,1
3297,сте,1
3298,кружить,1
3299,бешеный,2
3300,притча,1
3301,посмотри-ка,1
3302,тешить,1
3303,взглянула,3
3304,вскрикнула,3
3305,смеяться,3
3306,всматриваюсь,1
3307,смуглая,1
3308,оборванный,1
3309,грязный,1
3310,схватив,2
3311,дрожала,4
3312,лист,1
3313,ага,2
3314,душенька,2
3315,молчит,1
3316,подойди-ка,1
3317,часовому,2
3318,осмотри,1
3319,ссади,1
3320,молодца,1
3321,получишь,1
3322,рубль,1
3323,слушаю,2
3324,высокоблагородие,2
3325,прикажи,1
3326,смеясь,3
3327,любезный,6
3328,махая,1
3329,рукой,6
3330,подожди,1
3331,маленько,2
3332,крутишься,1
3333,волчок,1
3334,вслушиваться,1
3335,заводят,1
3336,переговоры,2
3337,гренадер,1
3338,приложился,2
3339,бац,1
3340,порох,2
3341,полке,1
3342,толкнул,2
3343,дала,2
3344,скачок,1
3345,привстал,2
3346,стременах,1
3347,пригрозил,1
3348,нагайкой,1
3349,умирать,3
3350,проклятый,3
3351,сразу,1
3352,убьешь,1
3353,четверть,1
3354,вернулся,4
3355,жалобы,2
3356,долгое,1
3357,отсутствие,1
3358,речкою,1
3359,стреляли,1
3360,наткнуться,1
3361,горцы,1
3362,мстительный,1
3363,догадывается,2
3364,помогли,1
3365,бьюсь,2
3366,заклад,2
3367,нравилась,2
3368,надеялся,3
3369,собрать,1
3370,порядочный,3
3371,калым,1
3372,посватался,1
3373,задумался,5
3374,осторожнее,3
3375,нынешнего,1
3376,длинное,1
3377,объяснение,1
3378,бедной,1
3379,девочке,1
3380,проводил,1
3381,обращение,1
3382,ласкал,2
3383,заметно,2
3384,сохнуть,1
3385,вытянулось,1
3386,потускнели,1
3387,спросишь,1
3388,печальна,1
3389,чего-нибудь,3
3390,хочется,4
3391,тоскуешь,1
3392,родным,1
3393,родных,3
3394,дням,1
3395,этом-то,3
3396,несчастный,4
3397,воспитание,1
3398,сделало,2
3399,таким,9
3400,создал,1
3401,причиною,4
3402,несчастия,4
3403,несчастлив,3
3404,утешение,4
3405,молодости,3
3406,той,10
3407,опеки,1
3408,наслаждаться,2
3409,бешено,1
3410,удовольствиями,1
3411,достать,2
3412,удовольствия,2
3413,опротивели,1
3414,пустился,5
3415,большой,9
3416,общество,6
3417,надоело,3
3418,влюблялся,1
3419,светских,1
3420,любим,1
3421,любовь,8
3422,раздражала,1
3423,воображение,4
3424,самолюбие,6
3425,осталось,4
3426,пусто,2
3427,читать,4
3428,учиться,1
3429,науки,1
3430,зависят,1
3431,нисколько,2
3432,самые,7
3433,счастливые,1
3434,невежды,1
3435,удача,1
3436,добиться,3
3437,ловким,1
3438,вскоре,2
3439,перевели,1
3440,самое,8
3441,счастливое,1
3442,скука,1
3443,живет,3
3444,чеченскими,1
3445,пулями,3
3446,близости,1
3447,обращал,2
3448,комаров,1
3449,скучнее,1
3450,прежнего,2
3451,последнюю,4
3452,коленях,2
3453,целовал,2
3454,локоны,1
3455,глупец,3
3456,ангел,2
3457,посланный,1
3458,сострадательной,1
3459,судьбою,3
3460,дикарки,1
3461,немногим,1
3462,знатной,1
3463,барыни,1
3464,невежество,1
3465,простосердечие,1
3466,надоедают,1
3467,кокетство,4
3468,благодарен,1
3469,минут,17
3470,сладких,1
3471,отдам,1
3472,злодей,2
3473,сожаления,3
3474,душа,12
3475,испорчена,2
3476,светом,2
3477,беспокойное,2
3478,ненасытное,1
3479,печали,4
3480,привыкаю,1
3481,наслаждению,1
3482,становится,3
3483,пустее,1
3484,ото,1
3485,путешествовать,1
3486,отправлюсь,2
3487,европу,1
3488,поеду,2
3489,америку,1
3490,аравию,1
3491,индию,1
3492,истощится,1
3493,бурь,1
3494,дурных,2
3495,дорог,1
3496,врезались,1
3497,памяти,6
3498,такие,6
3499,двадцатипятилетнего,1
3500,скажите-ка,1
3501,обращаясь,1
3502,бывали,2
3503,столице,1
3504,тамошная,1
3505,молодежь,6
3506,такова,3
3507,говорящих,1
3508,вероятно,19
3509,впрочем,18
3510,разочарование,1
3511,моды,1
3512,начав,1
3513,высших,1
3514,слоев,1
3515,спустилось,1
3516,низшим,1
3517,донашивают,1
3518,скучают,1
3519,стараются,1
3520,скрыть,4
3521,несчастье,2
3522,порок,1
3523,понял,5
3524,тонкостей,1
3525,французы,1
3526,ввели,1
3527,моду,1
3528,скучать,1
3529,англичане,1
3530,а-га,4
3531,отъявленные,1
3532,пьяницы,1
3533,московской,1
3534,барыне,1
3535,утверждала,1
3536,байрон,2
3537,пьяница,1
3538,замечание,2
3539,штабс-пакитана,1
3540,извинительнее,1
3541,воздерживаться,1
3542,вина,5
3543,старался,8
3544,уверять,2
3545,происходят,1
3546,пьянства,1
3547,рассказ,3
3548,выбить,2
3549,мысль,11
3550,затевает,1
3551,худое,1
3552,уговаривает,1
3553,ехать,3
3554,отнекивался,1
3555,диковинка,1
3556,утащил-таки,1
3557,солдат,2
3558,уехали,1
3559,десяти,3
3560,часов,16
3561,шныряли,1
3562,камышам,1
3563,зверя,1
3564,воротиться,2
3565,упрямиться,1
3566,задался,1
3567,зной,2
3568,усталость,3
3569,добычи,2
3570,задумает,1
3571,подавай,1
3572,детстве,1
3573,маменькой,1
3574,избалован,1
3575,полдень,1
3576,отыскали,1
3577,проклятого,1
3578,паф,2
3579,камыши,1
3580,отдохнув,1
3581,ехали,3
3582,рядом,6
3583,распустив,1
3584,самой,6
3585,закрывал,2
3586,выстрел,8
3587,взглянули,1
3588,поразило,5
3589,одинаковое,1
3590,подозрение,3
3591,поскакали,1
3592,смотрим,2
3593,солдаты,2
3594,собрались,1
3595,кучу,1
3596,указывают,1
3597,поле,2
3598,стремглав,1
3599,всадник,1
3600,держит,1
3601,белое,1
3602,седле,2
3603,взвизгнул,1
3604,любого,1
3605,причине,2
3606,неудачной,1
3607,измучены,1
3608,рвались,1
3609,каждым,1
3610,мгновением,1
3611,разобрать,3
3612,держал,4
3613,поравнялся,1
3614,кричу,2
3615,кивнул,2
3616,плетью,2
3617,ружейный,2
3618,измучена,2
3619,старания,2
3620,подавалась,1
3621,стреляйте,3
3622,берегите,1
3623,заряд,1
3624,догоним,1
3625,вечно,3
3626,некстати,2
3627,горячится,1
3628,раздался,8
3629,перебила,1
3630,заднюю,1
3631,ногу,5
3632,сгоряча,1
3633,сделала,3
3634,прыжков,1
3635,споткнулась,1
3636,колени,5
3637,соскочил,2
3638,увидели,1
3639,женщину,7
3640,окутанную,1
3641,чадрою,1
3642,бедная,2
3643,занес,1
3644,медлить,1
3645,очередь,3
3646,наудачу,2
3647,попала,1
3648,плечо,3
3649,рассеялся,3
3650,раненая,1
3651,бросив,4
3652,кустарникам,2
3653,карабкался,1
3654,снять,2
3655,заряда,1
3656,готового,1
3657,соскочили,1
3658,бэле,4
3659,бедняжка,5
3660,неподвижно,5
3661,лилась,1
3662,раны,2
3663,ручьями,1
3664,разом,1
3665,кончил,2
3666,спину,4
3667,самый,7
3668,разбойничий,1
3669,изорвали,1
3670,чадру,1
3671,перевязали,2
3672,рану,3
3673,туже,1
3674,губы,11
3675,ничто,3
3676,могло,2
3677,поднял,7
3678,земли,2
3679,посадил,1
3680,обхватил,1
3681,поехали,1
3682,этак,2
3683,довезем,1
3684,живую,1
3685,пустили,1
3686,дух,4
3687,ожидала,1
3688,толпа,5
3689,осторожно,1
3690,перенесли,1
3691,раненую,1
3692,послали,1
3693,лекарем,1
3694,пьян,3
3695,осмотрел,1
3696,выздоровела,2
3697,обрадовавшись,1
3698,лекарь,3
3699,прожила,1
3700,объясните,2
3701,похитил,1
3702,запрещение,1
3703,вышла,5
3704,речке,1
3705,жарко,5
3706,опустила,3
3707,подкрался,3
3708,цап-царап,1
3709,зажал,1
3710,рот,3
3711,потащил,1
3712,вскочил,4
3713,тягу,1
3714,успела,1
3715,закричать,1
3716,часовые,2
3717,всполошились,1
3718,выстрелили,1
3719,подоспели,2
3720,зачем,21
3721,известный,1
3722,воровской,1
3723,лежит,1
3724,стянуть,1
3725,ненужно,1
3726,извинить,1
3727,давно-таки,1
3728,умерла,4
3729,мучилась,3
3730,порядком,1
3731,пришла,5
3732,открыла,1
3733,джанечка,1
3734,взяв,8
3735,утешать,1
3736,обещал,2
3737,вылечить,2
3738,отвернулась,4
3739,стене,4
3740,бредить,1
3741,горела,2
3742,всему,2
3743,телу,1
3744,пробегала,1
3745,дрожь,1
3746,лихорадки,2
3747,несвязные,1
3748,речи,3
3749,брате,1
3750,печорине,2
3751,давала,1
3752,упрекала,1
3753,разлюбил,2
3754,джанечку,1
3755,опустив,6
3756,ресницах,2
3757,плакать,4
3758,владел,1
3759,жальче,1
3760,видывал,2
3761,утру,2
3762,бред,1
3763,прошел,5
3764,час,13
3765,неподвижная,1
3766,бледная,2
3767,слабости,3
3768,заметить,6
3769,дышит,4
3770,этакая,1
3771,умирающему,1
3772,печалиться,1
3773,христианка,2
3774,встретится,1
3775,душою,2
3776,григория,2
3777,иная,1
3778,раю,1
3779,подругой,1
3780,пришло,2
3781,окрестить,1
3782,смертию,1
3783,предложил,3
3784,нерешимости,1
3785,умрет,2
3786,вере,2
3787,родилась,1
3788,переменилась,3
3789,бледные,4
3790,щеки,5
3791,впали,1
3792,сделались,4
3793,чувствовала,1
3794,внутренний,1
3795,жар,2
3796,груди,6
3797,раскаленное,1
3798,настала,1
3799,другая,7
3800,смыкали,1
3801,отходили,1
3802,стонала,1
3803,боль,1
3804,утихать,1
3805,старалась,4
3806,уговаривала,1
3807,спать,9
3808,выпускала,1
3809,чувствовать,1
3810,тоску,1
3811,метаться,1
3812,сбила,1
3813,перевязку,1
3814,потекла,1
3815,успокоилась,2
3816,поцеловал,1
3817,приподнял,1
3818,подушки,1
3819,прижал,2
3820,холодеющим,1
3821,губам,4
3822,крепко,9
3823,обвила,2
3824,дрожащими,1
3825,поцелуе,1
3826,хотела,5
3827,сталось,2
3828,покинул,2
3829,следующего,2
3830,тиха,1
3831,молчалива,1
3832,послушна,1
3833,мучил,1
3834,припарками,1
3835,микстурой,1
3836,ваши,7
3837,препараты,1
3838,совесть,3
3839,покойна,1
3840,полудня,1
3841,томиться,1
3842,жаждой,1
3843,отворили,1
3844,окна,17
3845,жарче,1
3846,льду,1
3847,помогало,1
3848,невыносимая,1
3849,жажда,2
3850,признак,7
3851,конца,3
3852,воды,11
3853,хриплым,2
3854,сделался,5
3855,бледен,1
3856,полотно,2
3857,подал,7
3858,закрыл,4
3859,молитву,2
3860,помню,10
3861,какую,3
3862,умирают,2
3863,гошпиталях,1
3864,сражения,1
3865,признаться,9
3866,печалит,1
3867,смертью,3
3868,разу,4
3869,вспомнила,1
3870,простит,2
3871,вправду,1
3872,молвить,1
3873,вспоминать,1
3874,испила,1
3875,легче,3
3876,скончалась,1
3877,приложили,1
3878,зеркало,2
3879,гладко,1
3880,выражало,2
3881,особенного,2
3882,умер,4
3883,горя,1
3884,тени,3
3885,чертить,1
3886,палочкой,1
3887,песке,1
3888,приличия,1
3889,засмеялся,1
3890,мороз,1
3891,пробежал,4
3892,коже,1
3893,заказывать,1
3894,гроб,2
3895,развлечения,2
3896,занялся,1
3897,кусок,1
3898,термаламы,1
3899,обил,1
3900,ею,4
3901,украсил,2
3902,черкесскими,2
3903,галунами,1
3904,накупил,1
3905,похоронили,1
3906,крепостью,2
3907,могилки,1
3908,разрослись,1
3909,белой,5
3910,акации,2
3911,бузины,1
3912,поставить,2
3913,неловко,3
3914,нездоров,1
3915,исхудал,1
3916,неприятно,4
3917,назначили,3
3918,полк,2
3919,уехал,3
3920,грузию,1
3921,встречались,1
3922,помнится,1
3923,россию,1
3924,приказах,1
3925,корпусу,1
3926,брата,1
3927,вести,1
3928,доходят,1
3929,длинную,2
3930,диссертацию,1
3931,узнавать,1
3932,новости,2
3933,годом,1
3934,позже,3
3935,заглушить,1
3936,печальные,1
3937,воспоминания,1
3938,перебивал,1
3939,явилась,5
3940,возможность,2
3941,утихла,1
3942,прояснилось,1
3943,дорогой,4
3944,завел,2
3945,речь,1
3946,слыхали,1
3947,казбичем,2
3948,правом,1
3949,фланге,2
3950,шапсугов,1
3951,какой-то,10
3952,удалец,1
3953,красном,1
3954,разъезжает,1
3955,шажком,1
3956,выстрелами,1
3957,превежливо,1
3958,раскланивается,1
3959,прожужжит,1
3960,близко,2
3961,расстались,6
3962,максимом,3
3963,максимычем,3
3964,поехал,2
3965,почтовых,1
3966,тяжелой,1
3967,поклажи,2
3968,следовать,1
3969,надеялись,1
3970,встретиться,3
3971,встретились,4
3972,сознайтесь,1
3973,достойный,2
3974,уважения,1
3975,сознаетесь,1
3976,вполне,3
3977,вознагражден,3
3978,длинный,2
3979,расставшись,1
3980,проскакал,1
3981,терекское,1
3982,дарьяльское,1
3983,завтракал,1
3984,казбеке,1
3985,пил,2
3986,ларсе,1
3987,ужину,1
3988,владыкавказ,1
3989,избавлю,1
3990,описания,1
3991,возгласов,1
3992,выражают,1
3993,картин,1
3994,изображают,1
3995,статистических,1
3996,замечаний,2
3997,решительно,12
3998,гостинице,1
3999,проезжие,1
4000,некому,1
4001,велеть,1
4002,зажарить,1
4003,фазана,3
4004,сварить,1
4005,щей,1
4006,инвалида,2
4007,поручена,1
4008,глупы,1
4009,пьяны,1
4010,никакого,4
4011,толка,1
4012,прожить,2
4013,оказия,6
4014,екатеринограда,1
4015,отправляться,1
4016,дурной,2
4017,каламбур,1
4018,вздумал,3
4019,записывать,1
4020,воображая,1
4021,первым,2
4022,звеном,1
4023,длинной,2
4024,повестей,2
4025,маловажный,1
4026,случай,9
4027,жестокие,1
4028,последствия,1
4029,прикрытие,1
4030,состоящее,1
4031,полроты,1
4032,пехоты,2
4033,пушки,1
4034,ходят,2
4035,обозы,1
4036,кабарду,1
4037,владыкавказа,1
4038,екатериноград,1
4039,провел,2
4040,въезжает,1
4041,повозка,1
4042,приятели,5
4043,церемонился,1
4044,плечу,3
4045,скривил,1
4046,манер,2
4047,улыбки,2
4048,чудак,2
4049,глубокие,2
4050,сведения,1
4051,поваренном,1
4052,искусстве,1
4053,удивительно,3
4054,зажарил,1
4055,удачно,1
4056,полил,1
4057,огуречным,1
4058,рассолом,1
4059,пришлось,1
4060,сухоядении,1
4061,бутылка,1
4062,кахетинского,2
4063,помогла,1
4064,забыть,2
4065,скромном,3
4066,числе,3
4067,блюд,1
4068,закурив,2
4069,уселись,3
4070,затопленной,1
4071,печи,3
4072,рассказал,7
4073,занимательного,1
4074,низеньких,1
4075,домиков,1
4076,разбросанных,1
4077,терека,1
4078,разбегается,1
4079,шире,3
4080,дерев,1
4081,дальше,4
4082,синелись,1
4083,зубчатою,1
4084,стеной,2
4085,выглядывал,1
4086,казбек,1
4087,кардинальской,1
4088,шапке,4
4089,мысленно,2
4090,прощался,1
4091,жалко,4
4092,пряталось,1
4093,беловатый,1
4094,расходиться,1
4095,долинах,1
4096,звон,3
4097,дорожного,1
4098,повозок,1
4099,грязными,1
4100,армянами,1
4101,въехало,1
4102,гостиницы,2
4103,пустая,1
4104,дорожная,1
4105,коляска,7
4106,легкий,4
4107,ход,1
4108,удобное,1
4109,устройство,1
4110,щегольской,1
4111,имели,4
4112,заграничный,1
4113,отпечаток,4
4114,усами,2
4115,венгерке,1
4116,одетый,1
4117,лакея,2
4118,звании,1
4119,ошибиться,2
4120,видя,3
4121,ухарскую,1
4122,замашку,1
4123,вытряхивал,1
4124,золу,1
4125,покрикивал,1
4126,ямщика,1
4127,явно,8
4128,балованный,1
4129,слуга,3
4130,ленивого,1
4131,барина,1
4132,нечто,1
4133,фигаро,1
4134,дерзко,2
4135,поправил,1
4136,галстук,3
4137,шедший,1
4138,армянин,1
4139,улыбаясь,8
4140,отправится,1
4141,подошедший,1
4142,экая,2
4143,чудная,1
4144,чиновник,1
4145,едет,4
4146,следствие,6
4147,тифлис,1
4148,горок,1
4149,шутишь,1
4150,брат,5
4151,растрясут,1
4152,английскую,1
4153,пойдемте-ка,1
4154,узнать,5
4155,коридор,1
4156,коридора,1
4157,отворена,1
4158,боковую,1
4159,лакей,9
4160,извозчиком,1
4161,перетаскивали,1
4162,чемоданы,1
4163,чья,2
4164,чудесная,1
4165,прекрасная,1
4166,оборачиваясь,1
4167,бормотал,1
4168,развязывая,1
4169,неучтивца,1
4170,говорю,10
4171,господина,3
4172,дернув,2
4173,рукав,3
4174,сверкала,3
4175,радость,1
4176,твоим,3
4177,барином,2
4178,дружески,2
4179,заставил,2
4180,пошатнуться,1
4181,позвольте,7
4182,сударь,3
4183,мешаете,1
4184,нахмурившись,1
4185,экой,4
4186,друзья,3
4187,закадычные,1
4188,жили,2
4189,ужинать,2
4190,полковника,2
4191,н,4
4192,зайдет,1
4193,пойдешь,3
4194,чем-нибудь,3
4195,дам,2
4196,восьмигривенный,1
4197,презрительную,1
4198,мину,2
4199,скромное,1
4200,обещание,1
4201,уверил,1
4202,исполнит,1
4203,поручение,1
4204,прибежит,2
4205,торжествующим,1
4206,ворота,5
4207,дожидаться,2
4208,эх,2
4209,знаком,3
4210,воротами,2
4211,скамейку,1
4212,некоторым,2
4213,нетерпением,1
4214,ждал,3
4215,появления,1
4216,рассказу,1
4217,составил,1
4218,выгодное,1
4219,понятие,2
4220,черты,3
4221,характере,2
4222,показались,1
4223,замечательными,1
4224,инвалид,1
4225,кипящий,1
4226,самовар,1
4227,выпейте,1
4228,смотрите,3
4229,угодно,9
4230,пить,3
4231,входит,2
4232,правы,2
4233,чайку,1
4234,задержало,1
4235,наскоро,2
4236,выхлебнул,1
4237,чашку,1
4238,отказался,1
4239,второй,9
4240,беспокойстве,1
4241,старика,1
4242,огорчало,1
4243,небрежение,1
4244,дружбе,2
4245,услышит,2
4246,имя,8
4247,темно,9
4248,отворил,2
4249,пора,7
4250,зубы,6
4251,повторил,2
4252,приглашение,1
4253,лег,3
4254,диван,1
4255,завернувшись,2
4256,шинель,13
4257,оставив,1
4258,свечу,4
4259,задремал,1
4260,проспал,1
4261,спокойно,4
4262,взойдя,1
4263,разбудил,3
4264,стол,8
4265,шевырять,1
4266,кашлял,1
4267,плевал,1
4268,ворочался,1
4269,клопы,2
4270,кусают,1
4271,проснулся,3
4272,предупредил,1
4273,сидящего,1
4274,скамейке,1
4275,сходить,1
4276,коменданту,2
4277,пришлите,1
4278,побежал,2
4279,члены,2
4280,получили,1
4281,юношескую,1
4282,силу,2
4283,свежее,2
4284,прекрасное,4
4285,облака,3
4286,громоздились,1
4287,горах,1
4288,новый,1
4289,ряд,2
4290,воздушных,1
4291,расстилалась,1
4292,площадь,1
4293,базар,2
4294,кипел,1
4295,народом,1
4296,воскресенье,2
4297,босые,1
4298,мальчики-осетины,1
4299,неся,1
4300,плечами,7
4301,котомки,1
4302,сотовым,1
4303,медом,1
4304,вертелись,1
4305,прогнал,1
4306,разделять,2
4307,беспокойство,4
4308,доброго,1
4309,прошло,7
4310,площади,2
4311,показался,4
4312,ожидали,4
4313,полковником,1
4314,доведя,1
4315,простился,1
4316,поворотил,1
4317,послал,2
4318,навстречу,3
4319,доложил,1
4320,станут,1
4321,закладывать,3
4322,ящик,1
4323,сигарами,1
4324,получив,2
4325,приказаний,1
4326,хлопотать,1
4327,сигару,1
4328,зевнул,3
4329,скамью,4
4330,среднего,3
4331,роста,3
4332,стройный,1
4333,тонкий,1
4334,стан,7
4335,широкие,2
4336,доказывали,1
4337,крепкое,1
4338,сложение,1
4339,способное,1
4340,переносить,1
4341,трудности,1
4342,кочевой,1
4343,перемены,1
4344,климатов,1
4345,побежденное,1
4346,развратом,1
4347,столичной,1
4348,бурями,3
4349,душевными,1
4350,пыльный,1
4351,бархатный,1
4352,сюртучок,1
4353,застегнутый,1
4354,нижние,2
4355,пуговицы,1
4356,позволял,1
4357,ослепительно,1
4358,чистое,1
4359,белье,1
4360,изобличавшее,2
4361,привычки,1
4362,запачканные,1
4363,перчатки,3
4364,казались,1
4365,нарочно,6
4366,сшитыми,1
4367,аристократической,1
4368,снял,2
4369,перчатку,1
4370,удивлен,2
4371,худобой,1
